State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price
Haryana,Sonipat,Gohana,Brinjal,Other,FAQ,2024-09-30,2000.0,3000.0,2500.0
Haryana,Sonipat,Gohana,Chikoos(Sapota),Other,Large,2024-09-30,3000.0,4500.0,4000.0
Haryana,Sonipat,Gohana,Green Chilli,Other,FAQ,2024-09-30,3000.0,5000.0,4000.0
Haryana,Sonipat,Gohana,Tomato,Tomato,FAQ,2024-09-30,3000.0,5000.0,4000.0
Haryana,Sonipat,Sonepat(Kharkhoda),Tomato,Deshi,FAQ,2024-09-30,3000.0,4000.0,3500.0
Haryana,Yamuna Nagar,Chhachrauli,Apple,Apple,Medium,2024-09-30,4200.0,4200.0,4200.0
Haryana,Yamuna Nagar,Chhachrauli,Green Chilli,Green Chilly,FAQ,2024-09-30,4200.0,4200.0,4200.0
Haryana,Yamuna Nagar,Jagadhri,Bhindi(Ladies Finger),Other,FAQ,2024-09-30,1600.0,2000.0,1800.0
Haryana,Yamuna Nagar,Jagadhri,Capsicum,Other,FAQ,2024-09-30,4200.0,7000.0,6000.0
Haryana,Yamuna Nagar,Jagadhri,Ginger(Green),Other,FAQ,2024-09-30,3500.0,5000.0,4500.0
Haryana,Yamuna Nagar,Jagadhri,Green Chilli,Other,FAQ,2024-09-30,3500.0,5000.0,4000.0
Haryana,Yamuna Nagar,Jagadhri,Lemon,Other,FAQ,2024-09-30,4200.0,8000.0,6200.0
Haryana,Yamuna Nagar,Jagadhri,Potato,Other,FAQ,2024-09-30,1700.0,1800.0,1750.0
Haryana,Yamuna Nagar,Radaur,Apple,Other,Medium,2024-09-30,5500.0,6200.0,6000.0
Haryana,Yamuna Nagar,Radaur,Banana,Other,Medium,2024-09-30,2800.0,3500.0,3000.0
Haryana,Yamuna Nagar,Radaur,Bhindi(Ladies Finger),Other,FAQ,2024-09-30,1200.0,1800.0,1700.0
Haryana,Yamuna Nagar,Radaur,Cucumbar(Kheera),Other,FAQ,2024-09-30,1200.0,1800.0,1500.0
Haryana,Yamuna Nagar,Radaur,Ginger(Green),Other,FAQ,2024-09-30,4500.0,5000.0,4800.0
Haryana,Yamuna Nagar,Radaur,Potato,Other,FAQ,2024-09-30,1500.0,1800.0,1600.0
Himachal Pradesh,Bilaspur,Bilaspur,Potato,Other,FAQ,2024-09-30,2500.0,3400.0,2900.0
Himachal Pradesh,Bilaspur,Bilaspur,Pumpkin,Other,FAQ,2024-09-30,2000.0,3000.0,2500.0
Himachal Pradesh,Chamba,Chamba,Bhindi(Ladies Finger),Bhindi,FAQ,2024-09-30,3000.0,4000.0,3500.0
Himachal Pradesh,Chamba,Chamba,Cauliflower,Other,FAQ,2024-09-30,5000.0,5500.0,5250.0
Himachal Pradesh,Chamba,Chamba,Ginger(Green),Other,FAQ,2024-09-30,6000.0,8000.0,7000.0
Himachal Pradesh,Chamba,Chamba,Onion,Other,FAQ,2024-09-30,5000.0,6000.0,5500.0
Himachal Pradesh,Hamirpur,Hamirpur,Brinjal,Other,FAQ,2024-09-30,2800.0,3000.0,2900.0
Himachal Pradesh,Hamirpur,Hamirpur,Cabbage,Other,FAQ,2024-09-30,3000.0,3500.0,3250.0
Himachal Pradesh,Hamirpur,Hamirpur,Cucumbar(Kheera),Other,FAQ,2024-09-30,3500.0,4000.0,3750.0
Himachal Pradesh,Hamirpur,Hamirpur,Papaya,Other,Medium,2024-09-30,5000.0,5200.0,5100.0
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Cabbage,Other,FAQ,2024-09-30,3000.0,3200.0,3100.0
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Capsicum,Other,FAQ,2024-09-30,11500.0,12000.0,11750.0
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Carrot,Other,FAQ,2024-09-30,3800.0,4000.0,3900.0
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Guava,Other,Medium,2024-09-30,9500.0,9500.0,9500.0
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Tomato,Other,FAQ,2024-09-30,6300.0,6500.0,6400.0
Himachal Pradesh,Kangra,Kangra,Banana,Other,Medium,2024-09-30,4000.0,5000.0,4500.0
Himachal Pradesh,Kangra,Kangra,Cucumbar(Kheera),Other,FAQ,2024-09-30,3500.0,3600.0,3600.0
Himachal Pradesh,Kangra,Kangra,Garlic,Average,FAQ,2024-09-30,28000.0,30000.0,29000.0
Himachal Pradesh,Kangra,Kangra,Onion,Other,FAQ,2024-09-30,5000.0,6000.0,5500.0
Himachal Pradesh,Kangra,Kangra,Papaya,Other,Medium,2024-09-30,3500.0,4000.0,3700.0
Himachal Pradesh,Kangra,Kangra,Peas cod,Other,FAQ,2024-09-30,17000.0,18000.0,18000.0
Himachal Pradesh,Kangra,Kangra,Tomato,Other,FAQ,2024-09-30,6000.0,6200.0,6100.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Bottle gourd,Bottle Gourd,FAQ,2024-09-30,2500.0,3000.0,2800.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Cabbage,Cabbage,FAQ,2024-09-30,2400.0,2600.0,2500.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Capsicum,Capsicum,FAQ,2024-09-30,11000.0,12000.0,12000.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Colacasia,Colacasia,FAQ,2024-09-30,5500.0,5500.0,5500.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Cucumbar(Kheera),Cucumbar,FAQ,2024-09-30,3800.0,4000.0,4000.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Green Chilli,Green Chilly,FAQ,2024-09-30,6500.0,7000.0,6500.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Mousambi(Sweet Lime),Mousambi,Medium,2024-09-30,5800.0,5800.0,5800.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Papaya,Other,Medium,2024-09-30,4500.0,4600.0,4500.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Tomato,Tomato,FAQ,2024-09-30,5500.0,5600.0,5600.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Bhindi(Ladies Finger),Bhindi,FAQ,2024-09-30,2000.0,2500.0,2200.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Bitter gourd,Bitter Gourd,FAQ,2024-09-30,2000.0,2700.0,2300.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Green Chilli,Green Chilly,FAQ,2024-09-30,6000.0,7000.0,6500.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Guava,Guava,Medium,2024-09-30,9000.0,9500.0,9200.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Lemon,Lemon,FAQ,2024-09-30,9000.0,10000.0,9500.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Pomegranate,Other,Medium,2024-09-30,12000.0,14000.0,13000.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Potato,Other,FAQ,2024-09-30,2000.0,3000.0,2400.0
Himachal Pradesh,Kullu,Bandrol,Cabbage,Other,FAQ,2024-09-30,1200.0,1800.0,1500.0
Himachal Pradesh,Kullu,Bhuntar,Bhindi(Ladies Finger),Other,FAQ,2024-09-30,1500.0,2600.0,2200.0
Himachal Pradesh,Kullu,Bhuntar,Carrot,Other,FAQ,2024-09-30,2800.0,3000.0,2900.0
Himachal Pradesh,Kullu,Bhuntar,Coriander(Leaves),Other,FAQ,2024-09-30,6000.0,11500.0,9000.0
Himachal Pradesh,Kullu,Bhuntar,Cucumbar(Kheera),Other,FAQ,2024-09-30,1200.0,2000.0,1500.0
Himachal Pradesh,Kullu,Bhuntar,Ginger(Dry),Other,FAQ,2024-09-30,5500.0,6000.0,5800.0
Himachal Pradesh,Kullu,Bhuntar,Raddish,Other,FAQ,2024-09-30,1000.0,1500.0,1300.0
Himachal Pradesh,Kullu,Bhuntar,Water Melon,Other,Medium,2024-09-30,3200.0,3500.0,3400.0
Himachal Pradesh,Kullu,Kullu,Brinjal,Other,FAQ,2024-09-30,2800.0,3200.0,3000.0
Himachal Pradesh,Kullu,Kullu,Cabbage,Other,FAQ,2024-09-30,1500.0,1600.0,1600.0
Himachal Pradesh,Kullu,Kullu(Chauri Bihal),Capsicum,Other,FAQ,2024-09-30,5000.0,6000.0,5500.0
Himachal Pradesh,Kullu,Kullu(Chauri Bihal),Cauliflower,Other,FAQ,2024-09-30,1000.0,3000.0,2000.0
Himachal Pradesh,Kullu,Kullu(Chauri Bihal),Coriander(Leaves),Other,FAQ,2024-09-30,8000.0,10000.0,9000.0
Himachal Pradesh,Mandi,Mandi(Mandi),Apple,Apple,Medium,2024-09-30,1200.0,4000.0,3000.0
Himachal Pradesh,Mandi,Mandi(Mandi),Carrot,Carrot,FAQ,2024-09-30,2200.0,3500.0,3000.0
Himachal Pradesh,Mandi,Mandi(Mandi),Coriander(Leaves),Coriander,FAQ,2024-09-30,10000.0,18000.0,15000.0
Himachal Pradesh,Mandi,Mandi(Mandi),French Beans (Frasbean),French Beans (Frasbean),FAQ,2024-09-30,4000.0,5000.0,4500.0
Himachal Pradesh,Mandi,Mandi(Mandi),Lemon,Lemon,FAQ,2024-09-30,8000.0,11000.0,10000.0
Himachal Pradesh,Mandi,Mandi(Mandi),Mousambi(Sweet Lime),Mousambi,Medium,2024-09-30,3700.0,4000.0,4000.0
Himachal Pradesh,Mandi,Mandi(Mandi),Persimon(Japani Fal),Persimon(Japani Fal),Medium,2024-09-30,2500.0,6000.0,4500.0
Himachal Pradesh,Mandi,Mandi(Mandi),Potato,Potato,FAQ,2024-09-30,3000.0,3000.0,3000.0
Himachal Pradesh,Mandi,Mandi(Takoli),French Beans (Frasbean),Other,FAQ,2024-09-30,2500.0,3200.0,2800.0
Himachal Pradesh,Shimla,Mehndli,Pear(Marasebu),Pears,Medium,2024-09-30,2000.0,4000.0,2500.0
Himachal Pradesh,Shimla,Parala,Pear(Marasebu),Other,Medium,2024-09-30,2000.0,5000.0,3000.0
Himachal Pradesh,Shimla,Rohroo,Bitter gourd,Other,FAQ,2024-09-30,4000.0,4000.0,4000.0
Himachal Pradesh,Shimla,Rohroo,Capsicum,Capsicum,FAQ,2024-09-30,4500.0,5000.0,4500.0
Himachal Pradesh,Shimla,Shimla,French Beans (Frasbean),Other,FAQ,2024-09-30,3000.0,4000.0,3000.0
Himachal Pradesh,Shimla,Shimla,Grapes,Annabesahai,Medium,2024-09-30,15000.0,20000.0,15000.0
Himachal Pradesh,Shimla,Shimla,Methi(Leaves),Methi,FAQ,2024-09-30,7000.0,8000.0,7000.0
Himachal Pradesh,Shimla,Shimla,Onion,1st Sort,FAQ,2024-09-30,4400.0,4800.0,4500.0
Himachal Pradesh,Shimla,Shimla,Persimon(Japani Fal),Persimon(Japani Fal),Medium,2024-09-30,6000.0,7000.0,6000.0
Himachal Pradesh,Una,Una,Apple,Kullu Royal Delicious,Medium,2024-09-30,4000.0,10000.0,7000.0
Himachal Pradesh,Una,Una,Cauliflower,Cauliflower,FAQ,2024-09-30,5000.0,7000.0,6000.0
Himachal Pradesh,Una,Una,Green Chilli,Green Chilly,FAQ,2024-09-30,6000.0,7500.0,6800.0
Himachal Pradesh,Una,Una,Raddish,Raddish,FAQ,2024-09-30,3500.0,4500.0,4000.0
Himachal Pradesh,Una,Una,Spinach,Other,FAQ,2024-09-30,3000.0,5000.0,4000.0
Jammu and Kashmir,Anantnag,Ashahipora (Anantnagh),Banana,Other,Large,2024-09-30,4300.0,4600.0,4450.0
Jammu and Kashmir,Anantnag,Ashahipora (Anantnagh),Bhindi(Ladies Finger),Bhindi,FAQ,2024-09-30,3500.0,4000.0,3750.0
Jammu and Kashmir,Anantnag,Ashahipora (Anantnagh),Bitter gourd,Bitter Gourd,FAQ,2024-09-30,3000.0,3500.0,3250.0
Jammu and Kashmir,Anantnag,Ashahipora (Anantnagh),Cauliflower,Other,FAQ,2024-09-30,2800.0,3000.0,2900.0
Jammu and Kashmir,Badgam,Zaloosa-Chararishrief (F&V),Apple,Other,Medium,2024-09-30,3437.5,3750.0,3593.75
Jammu and Kashmir,Badgam,Zaloosa-Chararishrief (F&V),Pear(Marasebu),Other,Large,2024-09-30,4722.22,5000.0,4861.11
Jammu and Kashmir,Badgam,Zaloosa-Chararishrief (F&V),Pear(Marasebu),Other,Medium,2024-09-30,2777.78,3055.56,2916.67
Jammu and Kashmir,Jammu,Batote,Brinjal,Other,FAQ,2024-09-30,2400.0,2600.0,2500.0
Jammu and Kashmir,Jammu,Batote,Knool Khol,Other,FAQ,2024-09-30,1800.0,2200.0,2000.0
Jammu and Kashmir,Jammu,Batote,Raddish,Other,FAQ,2024-09-30,2000.0,2200.0,2100.0
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Cucumbar(Kheera),Other,FAQ,2024-09-30,1800.0,2500.0,2150.0
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Garlic,Other,FAQ,2024-09-30,20000.0,27000.0,23500.0
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Green Chilli,Other,FAQ,2024-09-30,4000.0,4500.0,4250.0
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Pomegranate,Other,Small,2024-09-30,8000.0,10000.0,9000.0
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Tender Coconut,Tender Coconut,Medium,2024-09-30,6000.0,6500.0,6250.0
Jammu and Kashmir,Kathua,Kathua,Banana,Other,Medium,2024-09-30,4000.0,4500.0,4250.0
Jammu and Kashmir,Kathua,Kathua,Capsicum,Other,FAQ,2024-09-30,4500.0,5000.0,4750.0
Jammu and Kashmir,Kathua,Kathua,Lemon,Other,FAQ,2024-09-30,6000.0,6500.0,6250.0
Jammu and Kashmir,Kathua,Kathua,Papaya,Other,Medium,2024-09-30,3500.0,4000.0,3750.0
Jammu and Kashmir,Pulwama,Pulwama (F&V),Pear(Marasebu),Other,Large,2024-09-30,5000.0,6250.0,5625.0
Jammu and Kashmir,Rajouri,Rajouri (F&V),Bhindi(Ladies Finger),Other,FAQ,2024-09-30,3000.0,3200.0,3100.0
Jammu and Kashmir,Rajouri,Rajouri (F&V),Bitter gourd,Other,FAQ,2024-09-30,4500.0,4700.0,4600.0
Jammu and Kashmir,Rajouri,Rajouri (F&V),Bottle gourd,Other,FAQ,2024-09-30,3000.0,3200.0,3100.0
Jammu and Kashmir,Rajouri,Rajouri (F&V),Cabbage,Other,FAQ,2024-09-30,3500.0,3700.0,3600.0
Jammu and Kashmir,Rajouri,Rajouri (F&V),Carrot,Other,FAQ,2024-09-30,7000.0,7200.0,7100.0
Jammu and Kashmir,Rajouri,Rajouri (F&V),Cucumbar(Kheera),Other,FAQ,2024-09-30,3000.0,3600.0,3500.0
Jammu and Kashmir,Rajouri,Rajouri (F&V),Orange,Other,Medium,2024-09-30,6000.0,6200.0,6100.0
Jammu and Kashmir,Rajouri,Rajouri (F&V),Round gourd,Other,FAQ,2024-09-30,3000.0,3200.0,3100.0
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Chapparad Avare,Chapparada Avarekai,FAQ,2024-09-30,3000.0,4000.0,3600.0
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Cucumbar(Kheera),Cucumbar,FAQ,2024-09-30,1000.0,1400.0,1200.0
Karnataka,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,2024-09-30,3000.0,4000.0,3500.0
Karnataka,Bangalore,Ramanagara,Beetroot,Beetroot,FAQ,2024-09-30,1600.0,2000.0,1800.0
Karnataka,Bangalore,Ramanagara,Bitter gourd,Bitter Gourd,FAQ,2024-09-30,2400.0,2800.0,2600.0
Karnataka,Bangalore,Ramanagara,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,2024-09-30,2400.0,3200.0,2800.0
Karnataka,Bangalore,Ramanagara,Seemebadnekai,Seemebadanekai,FAQ,2024-09-30,1600.0,2200.0,2000.0
Karnataka,Chamrajnagar,Chamaraj Nagar,Green Chilli,Green Chilly,FAQ,2024-09-30,1500.0,1800.0,1650.0
Karnataka,Chamrajnagar,Chamaraj Nagar,Sweet Pumpkin,Sweet Pumpkin,FAQ,2024-09-30,500.0,1000.0,750.0
Karnataka,Chikmagalur,Bagepalli,Onion,Onion,FAQ,2024-09-30,2200.0,3200.0,2800.0
Karnataka,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,2024-09-30,231.0,3077.0,1462.0
Karnataka,Chikmagalur,Chikkamagalore,Bhindi(Ladies Finger),Bhindi,FAQ,2024-09-30,2074.0,2274.0,2174.0
Karnataka,Chikmagalur,Chikkamagalore,Carrot,Other,FAQ,2024-09-30,3205.0,3205.0,3205.0
Karnataka,Chikmagalur,Chikkamagalore,Drumstick,Drumstick,FAQ,2024-09-30,5209.0,5209.0,5209.0
Karnataka,Chikmagalur,Chikkamagalore,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,2024-09-30,3260.0,3460.0,3360.0
Karnataka,Davangere,Harappana Halli,Jowar(Sorghum),Jowar Hybrid,FAQ,2024-09-30,2000.0,2200.0,2110.0
Karnataka,Davangere,Harappana Halli,Maize,Hybrid/Local,FAQ,2024-09-30,2300.0,2480.0,2328.0
Karnataka,Davangere,Harappana Halli,Sajje,Sajje,FAQ,2024-09-30,2100.0,2150.0,2125.0
Karnataka,Davangere,Harihara,Maize,Hybrid/Local,FAQ,2024-09-30,2475.0,2475.0,2475.0
Karnataka,Dharwad,Kalagategi,Maize,Local,FAQ,2024-09-30,2100.0,2100.0,2100.0
Karnataka,Gadag,Laxmeshwar,Bengal Gram(Gram)(Whole),Jawari/Local,FAQ,2024-09-30,6060.0,7487.0,6995.0
Karnataka,Gadag,Laxmeshwar,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,2024-09-30,1065.0,6789.0,4296.0
Karnataka,Gadag,Laxmeshwar,Corriander seed,Coriander Seed,FAQ,2024-09-30,3800.0,5860.0,4575.0
Karnataka,Gadag,Laxmeshwar,Mataki,Mataki (W),FAQ,2024-09-30,6689.0,6868.0,6809.0
Karnataka,Hassan,Arasikere,Coconut,Grade-III,FAQ,2024-09-30,15000.0,25000.0,19000.0
Karnataka,Hassan,Arasikere,Copra,Copra,FAQ,2024-09-30,14000.0,15500.0,14000.0
Karnataka,Kolar,Chintamani,Brinjal,Brinjal,FAQ,2024-09-30,1000.0,2000.0,1500.0
Karnataka,Kolar,Chintamani,Capsicum,Capsicum,FAQ,2024-09-30,1500.0,2500.0,2000.0
Karnataka,Kolar,Chintamani,Chilly Capsicum,Chilly Capsicum,FAQ,2024-09-30,800.0,1500.0,1000.0
Karnataka,Kolar,Chintamani,Cucumbar(Kheera),Cucumbar,FAQ,2024-09-30,500.0,700.0,600.0
Karnataka,Kolar,Chintamani,Drumstick,Drumstick,FAQ,2024-09-30,3000.0,5000.0,4000.0
Karnataka,Kolar,Chintamani,Knool Khol,Knool Khol,FAQ,2024-09-30,1500.0,2500.0,2000.0
Karnataka,Kolar,Chintamani,Raddish,Raddish,FAQ,2024-09-30,1000.0,2000.0,1500.0
Karnataka,Kolar,Chintamani,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,2024-09-30,1000.0,2000.0,1500.0
Karnataka,Kolar,Malur,Carrot,Carrot,FAQ,2024-09-30,3800.0,4200.0,4008.0
Karnataka,Kolar,Srinivasapur,Tomato,Tomato,FAQ,2024-09-30,1000.0,3333.0,2667.0
Karnataka,Koppal,Kustagi,Foxtail Millet(Navane),Navane Hybrid,FAQ,2024-09-30,2740.0,2740.0,2740.0
Karnataka,Madikeri(Kodagu),Gonikappal,Black pepper,Malabar,FAQ,2024-09-30,42000.0,63711.0,50000.0
Karnataka,Mandya,K.R. Pet,Cowpea (Lobia/Karamani),Cowpea (Whole),FAQ,2024-09-30,6000.0,6000.0,6000.0
Karnataka,Mandya,Mandya,Gur(Jaggery),Achhu,FAQ,2024-09-30,3600.0,4015.0,3850.0
Karnataka,Mandya,Mandya,Gur(Jaggery),Kurikatu,FAQ,2024-09-30,3400.0,3900.0,3700.0
Karnataka,Mandya,Srirangapattana,Gur(Jaggery),Kurikatu,FAQ,2024-09-30,3900.0,4250.0,4200.0
Karnataka,Shimoga,Shimoga,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,FAQ,2024-09-30,9700.0,10000.0,9850.0
Karnataka,Shimoga,Shimoga,Green Chilli,Green Chilly,FAQ,2024-09-30,2000.0,3000.0,2500.0
Karnataka,Shimoga,Shimoga,Gur(Jaggery),Unde,FAQ,2024-09-30,4200.0,4600.0,4400.0
Karnataka,Shimoga,Shimoga,Ragi (Finger Millet),Red,FAQ,2024-09-30,3800.0,4500.0,4200.0
Kerala,Alappuzha,Aroor,Brinjal,Other,FAQ,2024-09-30,3800.0,4000.0,3900.0
Kerala,Alappuzha,Chengannur,Amphophalus,Other,FAQ,2024-09-30,6900.0,7200.0,7000.0
Kerala,Alappuzha,Chengannur,Cluster beans,Cluster Beans,FAQ,2024-09-30,4800.0,5300.0,5200.0
Kerala,Alappuzha,Chengannur,Drumstick,Other,FAQ,2024-09-30,9600.0,10500.0,10000.0
Kerala,Alappuzha,Chengannur,Garlic,Garlic,FAQ,2024-09-30,0.0,0.0,32000.0
Kerala,Alappuzha,Chengannur,Onion,Small,FAQ,2024-09-30,5900.0,6200.0,6000.0
Kerala,Alappuzha,Harippad,Banana,Nendra Bale,Medium,2024-09-30,4500.0,5000.0,4500.0
Kerala,Alappuzha,Harippad,Brinjal,Other,FAQ,2024-09-30,4000.0,4500.0,4000.0
Kerala,Alappuzha,Harippad,Colacasia,Other,FAQ,2024-09-30,7000.0,7500.0,7000.0
Kerala,Alappuzha,Kayamkulam,Ashgourd,Other,FAQ,2024-09-30,900.0,1100.0,1000.0
Kerala,Alappuzha,Kayamkulam,Beetroot,Other,FAQ,2024-09-30,1500.0,1700.0,1600.0
Kerala,Alappuzha,Kayamkulam,Bitter gourd,Other,FAQ,2024-09-30,4100.0,4300.0,4200.0
Kerala,Alappuzha,Kayamkulam,Drumstick,Other,FAQ,2024-09-30,7900.0,8100.0,8000.0
Kerala,Alappuzha,Pandanadu  VFPCK,Banana - Green,Banana - Green,FAQ,2024-09-30,6000.0,6800.0,6500.0
Kerala,Ernakulam,Aluva,Bhindi(Ladies Finger),Bhindi,FAQ,2024-09-30,2000.0,4000.0,3000.0
Kerala,Ernakulam,Aluva,Carrot,Carrot,FAQ,2024-09-30,4500.0,6000.0,5300.0
Kerala,Ernakulam,Aluva,Cauliflower,Other,FAQ,2024-09-30,4000.0,5000.0,4500.0
Kerala,Ernakulam,Aluva,Drumstick,Drumstick,FAQ,2024-09-30,7500.0,10000.0,7800.0
Kerala,Ernakulam,Angamaly,Cauliflower,Cauliflower,FAQ,2024-09-30,6500.0,8000.0,7000.0
Kerala,Ernakulam,Angamaly,Tapioca,Tapioca,FAQ,2024-09-30,2500.0,3500.0,3000.0
Kerala,Ernakulam,Ernakulam,Ashgourd,Ashgourd,FAQ,2024-09-30,1400.0,1700.0,1600.0
Kerala,Ernakulam,Ernakulam,Bitter gourd,Bitter Gourd,FAQ,2024-09-30,5000.0,6000.0,5500.0
Kerala,Ernakulam,Kothamangalam,Cauliflower,Other,FAQ,2024-09-30,4000.0,5000.0,4500.0
Kerala,Ernakulam,Kothamangalam,Drumstick,Other,FAQ,2024-09-30,6500.0,7500.0,7000.0
Kerala,Ernakulam,Kothamangalam,Field Pea,Other,FAQ,2024-09-30,3000.0,4000.0,3500.0
Kerala,Ernakulam,Kothamangalam,Green Chilli,Other,FAQ,2024-09-30,4000.0,6000.0,5000.0
Kerala,Ernakulam,Kothamangalam,Snakeguard,Other,FAQ,2024-09-30,2000.0,3000.0,2500.0
Kerala,Ernakulam,Moovattupuzha,Elephant Yam (Suran),Elephant Yam (Suran),FAQ,2024-09-30,5500.0,6100.0,6000.0
Kerala,Ernakulam,North Paravur,Alsandikai,Alsandikai,FAQ,2024-09-30,3000.0,4000.0,3500.0
Kerala,Ernakulam,North Paravur,Amla(Nelli Kai),Amla,FAQ,2024-09-30,5500.0,6500.0,6000.0
Kerala,Ernakulam,North Paravur,Beetroot,Beetroot,FAQ,2024-09-30,3000.0,4000.0,3500.0
Kerala,Ernakulam,North Paravur,Bitter gourd,Bitter Gourd,FAQ,2024-09-30,3000.0,4000.0,3500.0
Kerala,Ernakulam,North Paravur,Cucumbar(Kheera),Cucumbar,FAQ,2024-09-30,3500.0,4500.0,4000.0
Kerala,Ernakulam,North Paravur,Drumstick,Drumstick,FAQ,2024-09-30,8500.0,11000.0,9000.0
Kerala,Ernakulam,North Paravur,French Beans (Frasbean),French Beans (Frasbean),FAQ,2024-09-30,5000.0,6000.0,5500.0
Kerala,Ernakulam,North Paravur,Mango (Raw-Ripe),Mango - Raw-Ripe,FAQ,2024-09-30,11000.0,13000.0,12000.0
Kerala,Ernakulam,North Paravur,Onion,1st Sort,FAQ,2024-09-30,5500.0,6500.0,6000.0
Kerala,Ernakulam,North Paravur,Tomato,Deshi,FAQ,2024-09-30,4200.0,5000.0,4800.0
Kerala,Ernakulam,Perumbavoor,Bhindi(Ladies Finger),Bhindi,FAQ,2024-09-30,2500.0,3500.0,3000.0
Kerala,Ernakulam,Perumbavoor,Brinjal,Brinjal,FAQ,2024-09-30,2500.0,3500.0,3000.0
Kerala,Ernakulam,Perumbavoor,Potato,Potato,FAQ,2024-09-30,3700.0,4700.0,4000.0
Kerala,Ernakulam,Thiruvaniyoor  VFPCK,Cucumbar(Kheera),Cucumbar,FAQ,2024-09-30,700.0,2000.0,1200.0
Kerala,Ernakulam,Thiruvaniyoor  VFPCK,Snakeguard,Other,FAQ,2024-09-30,700.0,2500.0,1100.0
Kerala,Ernakulam,Thrippunithura,Bhindi(Ladies Finger),Bhindi,FAQ,2024-09-30,4000.0,5000.0,4200.0
Kerala,Ernakulam,Thrippunithura,Brinjal,Brinjal,FAQ,2024-09-30,4300.0,6000.0,4500.0
Kerala,Ernakulam,Thrippunithura,Cluster beans,Cluster Beans,FAQ,2024-09-30,4000.0,5000.0,4200.0
Kerala,Ernakulam,Thrippunithura,Leafy Vegetable,Other,FAQ,2024-09-30,5000.0,8000.0,6000.0
Kerala,Ernakulam,Thrippunithura,Lemon,Other,FAQ,2024-09-30,13000.0,16000.0,14000.0
Kerala,Ernakulam,Thrippunithura,Onion,Big,FAQ,2024-09-30,5200.0,6000.0,5200.0
Kerala,Idukki,Adimali,Apple,Apple,Large,2024-09-30,10000.0,12000.0,10000.0
Kerala,Idukki,Adimali,Banana,Robusta,Large,2024-09-30,5000.0,5000.0,5000.0
Kerala,Idukki,Adimali,Green Chilli,Green Chilly,FAQ,2024-09-30,8000.0,8000.0,8000.0
Kerala,Idukki,Adimali,Orange,Orange,Large,2024-09-30,8000.0,8000.0,8000.0
Kerala,Idukki,Adimali,Pumpkin,Pumpkin,FAQ,2024-09-30,3000.0,3000.0,3000.0
Kerala,Idukki,Thodupuzha,Beetroot,Other,FAQ,2024-09-30,2200.0,2400.0,2400.0
Kerala,Idukki,Thodupuzha,Bitter gourd,Other,FAQ,2024-09-30,3400.0,3600.0,3600.0
Kerala,Idukki,Thodupuzha,Cardamoms,Other,FAQ,2024-09-30,200000.0,220000.0,220000.0
Kerala,Idukki,Thodupuzha,Copra,other,FAQ,2024-09-30,12000.0,13500.0,13000.0
Kerala,Idukki,Thodupuzha,Ginger(Green),Other,FAQ,2024-09-30,14000.0,16000.0,16000.0
Kerala,Idukki,Thodupuzha,Pumpkin,Other,FAQ,2024-09-30,1600.0,1800.0,1800.0
Kerala,Idukki,Thodupuzha,Rubber,RSS-4,FAQ,2024-09-30,22600.0,22700.0,22700.0
